longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Liv_Area,population,households,median_income,Sale_Price,Neighborhood,ocean_proximity
-121.47,38.56,52,889,2,NA,273,145,3.125,85600,San Jose,INLAND
-121.46,38.56,52,907,5,NA,479,177,2.2125,104000,Sacramento,INLAND
-121.46,38.55,52,3126,2,NA,1789,558,1.7616,84100,San Jose,INLAND
-121.46,38.55,52,2094,2,NA,1364,407,1.2235,68500,Fresno,INLAND
-121.47,38.55,48,1091,5,NA,926,336,1.1458,65400,San Jose,INLAND
-121.47,38.56,52,1532,5,NA,782,369,1.8911,85900,Oakland,INLAND
-121.47,38.56,51,2083,5,NA,874,524,2.0221,95800,Fresno,INLAND
-121.47,38.56,44,1986,5,NA,1044,490,1.7328,88100,San Francisco,INLAND
-121.48,38.56,44,1151,4,NA,518,258,2.0089,113600,Fresno,INLAND
-121.48,38.56,46,1476,5,NA,688,353,2.7316,134700,Santa Ana,INLAND
-121.48,38.57,38,1145,4,NA,596,288,1.78,114300,San Jose,INLAND
-121.49,38.56,42,900,5,NA,506,231,1.2813,87500,Sacramento,INLAND
-121.49,38.56,35,1521,3,NA,987,455,1.9013,86900,Sacramento,INLAND
-121.49,38.57,51,1492,2,NA,736,365,1.7155,108800,San Francisco,INLAND
-121.5,38.57,41,1124,5,NA,807,316,1.4712,94600,Long Beach,INLAND
-121.5,38.57,44,1375,3,NA,766,321,2.1719,87500,Santa Ana,INLAND
-121.51,38.57,36,613,4,NA,425,147,2.2031,93800,San Diego,INLAND
-121.5,38.57,45,858,2,NA,510,200,1.0114,80000,San Francisco,INLAND
-121.5,38.56,46,2646,3,NA,1684,616,1.128,123100,San Diego,INLAND
-121.51,38.56,43,1048,2,NA,1320,294,1.0649,137500,Los Angeles,INLAND
-121.51,38.55,45,3032,5,NA,1341,597,2.8417,137900,Bakersfield,INLAND
-121.51,38.55,46,1485,4,NA,531,291,2.7885,137200,Bakersfield,INLAND
-121.49,38.56,52,1844,5,NA,667,353,3.0033,103500,Bakersfield,INLAND
-121.49,38.55,52,2515,4,NA,836,442,3.3844,151100,Long Beach,INLAND
-121.5,38.55,52,2784,5,NA,957,448,5.6402,209800,San Diego,INLAND
-121.49,38.56,52,1777,5,NA,624,350,3.6729,137800,San Francisco,INLAND
-121.49,38.54,47,2313,3,NA,779,442,2.5639,123000,San Jose,INLAND
-121.5,38.54,52,1145,2,NA,334,138,8.338,405800,San Diego,INLAND
-121.49,38.55,51,4280,4,NA,1486,621,5.0359,224100,San Diego,INLAND
-121.5,38.55,49,4094,5,NA,1363,659,5.2362,236800,Sacramento,INLAND
-121.5,38.54,44,1167,2,NA,452,209,3.7344,179800,San Diego,INLAND
-121.48,38.55,52,2508,2,NA,832,345,7.1035,228700,Santa Ana,INLAND
-121.48,38.55,52,2037,5,NA,811,375,4.3929,162500,Long Beach,INLAND
-121.48,38.56,50,1587,3,NA,877,380,2.0833,94300,San Francisco,INLAND
-121.48,38.55,52,1684,4,NA,675,296,4.1467,175000,Bakersfield,INLAND
-121.48,38.55,52,2216,5,NA,714,327,4.8603,191900,Oakland,INLAND
-121.48,38.56,52,814,3,NA,327,181,2.8542,125000,Bakersfield,INLAND
-121.47,38.55,48,968,2,NA,706,274,0.9948,65400,San Francisco,INLAND
-121.47,38.55,29,1303,2,NA,861,263,1.0208,55800,Long Beach,INLAND
-121.47,38.54,47,2085,3,NA,1346,402,1.2679,56700,San Francisco,INLAND
-121.47,38.55,24,979,3,NA,546,291,1.186,67000,Los Angeles,INLAND
-121.47,38.55,52,1384,4,NA,561,244,2.0242,94600,Oakland,INLAND
-121.45,38.54,47,1159,3,NA,810,244,2.7787,56000,Santa Ana,INLAND
-121.45,38.54,41,1278,4,NA,839,280,1.4702,58300,Bakersfield,INLAND
-121.46,38.54,48,1001,4,NA,605,175,1.8333,58200,Santa Ana,INLAND
-121.46,38.55,40,2077,4,NA,1454,385,2.0074,57000,San Jose,INLAND
-121.42,38.54,29,1407,4,NA,556,235,3.0521,108000,Bakersfield,INLAND
-121.43,38.54,43,2084,3,NA,912,410,2.9769,92700,San Diego,INLAND
-121.43,38.54,44,1879,2,NA,791,345,3.15,101500,Oakland,INLAND
-121.44,38.54,44,2570,5,NA,1145,503,2.5694,92400,Bakersfield,INLAND
-121.45,38.54,48,3421,4,NA,1441,727,1.9485,86600,San Francisco,INLAND
-121.42,38.54,18,2525,2,NA,1726,468,2.398,87600,Long Beach,INLAND
-121.42,38.54,29,2358,3,NA,1071,470,2.925,94300,San Diego,INLAND
-121.43,38.54,42,3321,3,NA,1346,658,2.4618,101300,San Jose,INLAND
-121.44,38.54,39,2855,2,NA,1217,562,3.2404,93600,Sacramento,INLAND
-121.44,38.54,47,2518,5,NA,1308,471,2.5389,75700,Fresno,INLAND
-121.41,38.53,35,2061,5,NA,1110,342,3.1944,79000,Long Beach,INLAND
-121.41,38.53,37,1058,4,NA,588,231,2.9737,72100,San Jose,INLAND
-121.42,38.53,37,1958,2,NA,1171,366,2.8298,71200,San Diego,INLAND
-121.42,38.53,36,1581,3,NA,832,291,3.4083,71800,Los Angeles,INLAND
-121.43,38.53,36,1488,5,NA,846,279,3.1208,82700,Long Beach,INLAND
-121.43,38.53,36,2430,5,NA,1199,437,3.1667,81900,San Francisco,INLAND
-121.44,38.53,37,1951,5,NA,1089,411,2.3272,80600,Long Beach,INLAND
-121.41,38.52,25,3087,4,NA,2529,708,1.8689,66800,Bakersfield,INLAND
-121.42,38.51,21,3249,5,NA,2611,663,1.9423,87800,San Francisco,INLAND
-121.42,38.52,32,2828,4,NA,1655,485,2.5574,72600,Sacramento,INLAND
-121.43,38.52,43,2089,3,NA,955,385,2.5898,72100,Long Beach,INLAND
-121.43,38.52,30,3657,2,NA,2925,899,1.3927,78300,Long Beach,INLAND
-121.44,38.52,38,2080,2,NA,995,380,2.7697,76600,Bakersfield,INLAND
-121.5,38.53,39,3184,2,NA,1188,572,4.6923,192000,Los Angeles,INLAND
-121.5,38.53,37,3642,4,NA,1508,657,3.5231,114300,San Francisco,INLAND
-121.51,38.53,34,1613,3,NA,631,266,4.25,191900,Santa Ana,INLAND
-121.51,38.53,36,2603,2,NA,966,419,5.3135,216600,Oakland,INLAND
-121.5,38.52,37,2008,2,NA,1261,427,2.2574,59100,San Diego,INLAND
-121.51,38.51,33,2918,2,NA,1085,427,5.5208,171300,Los Angeles,INLAND
-121.51,38.51,31,1595,4,NA,542,236,6.6112,251600,Los Angeles,INLAND
-121.51,38.52,30,3236,2,NA,1167,569,4.0972,181400,Fresno,INLAND
-121.48,38.53,38,1451,2,NA,786,340,2.3487,101600,Sacramento,INLAND
-121.49,38.53,40,2966,3,NA,1225,505,3.125,130600,Los Angeles,INLAND
-121.49,38.54,37,1655,3,NA,841,355,1.6932,78400,Santa Ana,INLAND
-121.48,38.53,43,1378,5,NA,708,280,2.3542,103900,Bakersfield,INLAND
-121.48,38.52,36,1824,4,NA,906,356,2.9911,96400,Bakersfield,INLAND
-121.49,38.52,37,1902,5,NA,955,384,3.1014,96800,Santa Ana,INLAND
-121.49,38.53,42,1468,2,NA,571,271,3.3906,124200,Oakland,INLAND
-121.48,38.54,41,3364,2,NA,1841,626,2.1975,73500,Bakersfield,INLAND
-121.48,38.53,37,1704,2,NA,902,356,1.9837,62300,Long Beach,INLAND
-121.47,38.54,36,2099,5,NA,1845,483,1.4138,52500,Fresno,INLAND
-121.47,38.53,43,3215,2,NA,2400,625,1.4625,54400,San Francisco,INLAND
-121.47,38.53,44,543,4,NA,506,125,1.3646,65400,Los Angeles,INLAND
-121.49,38.51,18,700,5,NA,260,128,2.9219,152900,San Francisco,INLAND
-121.49,38.5,32,2364,2,NA,1331,449,3.319,84500,San Francisco,INLAND
-121.49,38.5,30,1715,2,NA,842,263,3.0313,87900,Sacramento,INLAND
-121.5,38.5,29,2049,2,NA,787,309,3.7414,98500,Los Angeles,INLAND
-121.49,38.51,30,3166,2,NA,1857,579,3.1768,79500,San Diego,INLAND
-121.51,38.54,34,2815,5,NA,1075,471,3.9792,164800,San Jose,INLAND
-121.52,38.53,31,3089,5,NA,1366,561,4.2885,160300,San Francisco,INLAND
-121.52,38.53,30,3377,4,NA,1289,594,3.5737,171200,Oakland,INLAND
-121.52,38.51,23,6876,3,NA,2942,1386,3.0963,156900,Oakland,INLAND
-121.51,38.49,21,4426,3,NA,1856,761,4.1,158300,Bakersfield,INLAND
-121.51,38.5,25,4719,3,NA,1857,739,5.0371,180200,San Jose,INLAND
-121.55,38.51,14,5490,5,NA,2415,837,6.5253,216800,Long Beach,INLAND
-121.55,38.5,9,4868,4,NA,2036,750,5.7621,204600,Long Beach,INLAND
-121.54,38.5,15,6093,3,NA,2415,997,4.2075,183600,Oakland,INLAND
-121.54,38.51,17,8482,5,NA,3362,1513,4.2216,217900,Bakersfield,INLAND
-121.53,38.5,17,3087,2,NA,1365,495,6.4667,216800,Santa Ana,INLAND
-121.53,38.51,20,6132,2,NA,2595,1174,3.1607,178900,Fresno,INLAND
-121.52,38.5,19,4900,5,NA,2519,855,4.8497,184400,Sacramento,INLAND
-121.53,38.48,5,27870,5,NA,11935,4855,4.8811,212200,San Diego,INLAND
-121.52,38.49,5,3344,4,NA,1341,670,3.6196,152800,Fresno,INLAND
-121.54,38.49,6,9104,2,NA,3759,1481,5.1442,174500,San Diego,INLAND
-121.48,38.52,34,2561,4,NA,1583,530,3.1583,95800,San Francisco,INLAND
-121.48,38.51,24,979,4,NA,723,205,2.5926,72300,San Diego,INLAND
-121.48,38.5,23,2679,2,NA,1740,659,1.3679,70300,San Diego,INLAND
-121.49,38.49,26,1557,3,NA,986,300,2.6613,77700,San Francisco,INLAND
-121.5,38.49,29,3606,4,NA,2317,696,2.7368,78200,Santa Ana,INLAND
-121.5,38.49,32,4013,4,NA,2032,675,3.3689,83400,Sacramento,INLAND
-121.48,38.49,26,3165,2,NA,2447,752,1.5908,78600,Los Angeles,INLAND
-121.49,38.49,26,4629,3,NA,2902,816,2.735,74600,San Diego,INLAND
-121.47,38.49,17,3595,2,NA,2760,770,2.3233,78800,Sacramento,INLAND
-121.47,38.48,25,2969,3,NA,1745,487,2.6382,76200,Santa Ana,INLAND
-121.49,38.47,26,6121,3,NA,4224,1105,2.3496,68000,Long Beach,INLAND
-121.47,38.48,24,2359,2,NA,2048,476,3.2702,67300,Oakland,INLAND
-121.45,38.54,38,1865,2,NA,1052,354,1.7891,60500,San Jose,INLAND
-121.45,38.53,38,1746,5,NA,1142,315,1.7714,69900,Sacramento,INLAND
-121.45,38.53,34,1893,5,NA,884,395,2.1679,75400,San Jose,INLAND
-121.45,38.53,34,1717,3,NA,848,306,2.4741,87000,Bakersfield,INLAND
-121.46,38.54,39,1453,2,NA,843,281,1.7692,63900,Los Angeles,INLAND
-121.46,38.53,37,2745,3,NA,1607,556,1.8007,65400,Los Angeles,INLAND
-121.46,38.54,36,1825,3,NA,1226,391,1.5292,55700,San Francisco,INLAND
-121.47,38.52,26,2177,5,NA,1971,560,1.2575,66800,Santa Ana,INLAND
-121.46,38.51,18,2123,4,NA,1576,599,1.5735,110000,San Jose,INLAND
-121.45,38.5,25,3033,4,NA,1559,627,2.7101,99500,Fresno,INLAND
-121.47,38.5,17,1895,2,NA,620,417,1.7188,137500,Long Beach,INLAND
-121.47,38.51,52,20,4,NA,74,9,3.625,80000,Sacramento,INLAND
-121.47,38.52,42,2316,4,NA,1597,522,1.8205,60400,Oakland,INLAND
-121.44,38.52,36,3446,4,NA,2460,847,1.6521,69700,Los Angeles,INLAND
-121.45,38.51,29,4221,3,NA,2294,850,2.2245,75900,Santa Ana,INLAND
-121.45,38.52,37,1705,2,NA,827,326,2.6288,71200,Santa Ana,INLAND
-121.45,38.52,37,1477,5,NA,888,312,2.5592,70300,Fresno,INLAND
-121.46,38.52,29,3873,3,NA,2237,706,2.1736,72100,Long Beach,INLAND
-121.46,38.51,32,2437,3,NA,1596,557,1.68,84100,Santa Ana,INLAND
-121.46,38.52,34,1279,2,NA,963,268,2.71,65600,San Jose,INLAND
-121.44,38.51,27,7212,4,NA,4828,1549,2.214,82400,San Jose,INLAND
-121.44,38.5,27,2527,2,NA,1089,415,4.088,96800,Los Angeles,INLAND
-121.44,38.5,20,2033,2,NA,1281,521,1.4007,97500,Fresno,INLAND
-121.42,38.51,15,7901,2,NA,4769,1418,2.8139,90400,Sacramento,INLAND
-121.42,38.5,24,7740,4,NA,4333,1397,3.025,87900,San Jose,INLAND
-121.46,38.49,15,10211,3,NA,5656,1752,2.575,107900,San Francisco,INLAND
-121.45,38.49,34,3573,3,NA,1540,620,3.5323,109800,San Jose,INLAND
-121.44,38.49,31,4297,5,NA,2083,771,3.3878,109300,Santa Ana,INLAND
-121.45,38.48,28,2780,4,NA,1638,533,2.9571,103100,San Jose,INLAND
-121.43,38.48,12,4602,2,NA,2299,860,3.0625,90500,Long Beach,INLAND
-121.44,38.48,12,4929,2,NA,2621,870,2.7262,109800,San Francisco,INLAND
-121.45,38.48,24,1766,4,NA,1028,372,3.5402,98700,San Francisco,INLAND
-121.46,38.48,8,3593,3,NA,1710,530,3.5227,93100,Los Angeles,INLAND
-121.42,38.49,17,13180,4,NA,7235,2335,3.363,103000,Sacramento,INLAND
-121.42,38.48,13,7880,3,NA,4749,1882,1.9657,116000,Long Beach,INLAND
-121.4,38.49,12,7290,5,NA,3960,1248,3.5968,106300,San Francisco,INLAND
-121.38,38.49,11,8537,3,NA,4224,1648,2.9647,108900,San Diego,INLAND
-121.39,38.51,19,1808,4,NA,758,320,2.0062,92000,San Jose,INLAND
-121.42,38.56,21,2066,2,NA,2548,734,1.3571,55000,Santa Ana,INLAND
-121.39,38.56,19,8507,3,NA,3517,1453,4.3644,137400,Los Angeles,INLAND
-121.38,38.55,23,2790,4,NA,1407,460,4.3288,133700,Oakland,INLAND
-121.38,38.55,26,1532,2,NA,781,285,4.6944,130900,Sacramento,INLAND
-121.39,38.55,25,2171,2,NA,1053,422,3.5278,126200,Santa Ana,INLAND
-121.39,38.55,18,1734,3,NA,783,447,1.9044,154300,Oakland,INLAND
-121.4,38.55,26,2697,4,NA,1088,389,5,142500,San Francisco,INLAND
-121.41,38.55,14,2534,2,NA,1495,583,1.9167,156300,Bakersfield,INLAND
-121.4,38.55,19,2497,2,NA,748,442,2.925,142400,San Diego,INLAND
-121.4,38.53,38,152,3,NA,65,35,0.9274,67500,Fresno,INLAND
-121.48,38.59,43,987,5,NA,1253,237,0.9204,82100,Sacramento,INLAND
-121.5,38.59,43,88,2,NA,119,19,1.725,67500,San Jose,INLAND
-121.44,38.6,16,2987,5,NA,1240,755,2.8231,137500,San Francisco,INLAND
-121.41,38.56,17,7228,3,NA,2455,1365,5.1385,179500,Long Beach,INLAND
-121.37,38.57,22,4899,2,NA,1701,826,5.2449,387000,Oakland,INLAND
-121.39,38.57,33,2648,3,NA,863,359,8.4016,338700,Los Angeles,INLAND
-121.4,38.57,25,2022,2,NA,639,278,5.8416,297600,Santa Ana,INLAND
-121.41,38.57,16,4429,2,NA,1538,960,3.2443,190700,Long Beach,INLAND
-121.4,38.56,22,2623,5,NA,838,368,7.143,327800,San Diego,INLAND
-121.42,38.6,23,3713,2,NA,2194,1018,1.7451,89600,Long Beach,INLAND
-121.42,38.6,35,1166,4,NA,574,190,2.2452,102800,Santa Ana,INLAND
-121.42,38.6,36,1327,3,NA,613,230,3.8672,111400,Sacramento,INLAND
-121.43,38.61,33,2289,4,NA,1100,503,2.1694,95700,Oakland,INLAND
-121.44,38.61,34,172,4,NA,149,55,2.6442,55000,Santa Ana,INLAND
-121.41,38.61,36,3099,2,NA,1322,623,3.4784,105500,Oakland,INLAND
-121.41,38.6,16,5407,3,NA,2523,1265,2.0471,104200,Fresno,INLAND
-121.41,38.59,18,5527,5,NA,2883,1305,2.6485,114500,San Jose,INLAND
-121.41,38.59,17,12355,5,NA,5692,3073,2.5245,99100,Long Beach,INLAND
-121.41,38.58,18,6955,2,NA,2803,1740,3.089,141400,Long Beach,INLAND
-121.39,38.61,36,2396,5,NA,1225,515,2.9559,136600,Oakland,INLAND
-121.39,38.6,22,5773,3,NA,2607,1250,2.5238,118800,San Jose,INLAND
-121.4,38.61,37,1994,3,NA,782,355,4.1488,136400,San Francisco,INLAND
-121.38,38.59,36,1239,4,NA,764,222,3.0156,103000,Fresno,INLAND
-121.39,38.59,33,2091,2,NA,1053,470,2.2264,108100,San Jose,INLAND
-121.39,38.59,34,1151,5,NA,563,251,2.8,113600,Sacramento,INLAND
-121.4,38.59,25,2228,4,NA,1130,481,2.5363,124600,San Francisco,INLAND
-121.4,38.59,18,2614,5,NA,1181,616,2.0432,156800,Santa Ana,INLAND
-121.38,38.59,36,2253,4,NA,1018,426,3.2596,98700,San Diego,INLAND
-121.39,38.58,36,2019,2,NA,878,356,2.8462,93400,Oakland,INLAND
-121.39,38.58,41,2577,2,NA,913,339,6.3406,448300,Los Angeles,INLAND
-121.37,38.6,35,3137,2,NA,1312,549,3.788,136800,San Jose,INLAND
-121.37,38.6,36,1119,4,NA,414,150,5.8336,283300,Oakland,INLAND
-121.38,38.6,36,1249,2,NA,362,143,6.8469,446400,Oakland,INLAND
-121.38,38.61,34,2888,2,NA,1168,479,3.6053,148600,Oakland,INLAND
-121.37,38.59,36,2523,5,NA,927,398,3.5179,207800,Los Angeles,INLAND
-121.37,38.58,37,2839,4,NA,1006,400,7.3343,280400,Los Angeles,INLAND
-121.38,38.58,38,2968,2,NA,1176,454,5.0497,191700,San Jose,INLAND
-121.38,38.59,38,1839,5,NA,685,276,4.5313,189400,Bakersfield,INLAND
-121.37,38.59,36,2388,2,NA,838,356,4.775,194100,Bakersfield,INLAND
-121.35,38.61,27,3900,2,NA,1549,761,2.7788,115700,Los Angeles,INLAND
-121.35,38.6,27,4314,4,NA,1662,575,5.0997,170100,Oakland,INLAND
-121.36,38.6,35,1930,2,NA,805,338,4.4643,133000,Oakland,INLAND
-121.36,38.6,36,1275,3,NA,530,245,3.875,133600,Fresno,INLAND
-121.36,38.61,35,2355,5,NA,993,354,5.0492,144100,Santa Ana,INLAND
-121.35,38.59,29,1285,4,NA,460,206,5.3243,265700,Santa Ana,INLAND
-121.36,38.59,32,3303,4,NA,1185,436,5.0508,225700,San Diego,INLAND
-121.36,38.58,25,3196,3,NA,978,419,8.4699,344000,Fresno,INLAND
-121.35,38.58,20,2992,3,NA,1105,368,8.6572,320200,San Francisco,INLAND
-121.34,38.58,18,1631,3,NA,599,228,7.8031,267200,San Francisco,INLAND
-121.34,38.59,23,2912,4,NA,1132,410,5.9174,225900,Fresno,INLAND
-121.34,38.59,22,3273,2,NA,1151,463,8.05,380000,Sacramento,INLAND
-121.36,38.64,24,6540,2,NA,2667,1031,5.5632,175200,Sacramento,INLAND
-121.36,38.63,28,6119,5,NA,2631,934,4.875,146400,San Jose,INLAND
-121.35,38.62,28,4175,2,NA,2032,830,3.4299,164000,Sacramento,INLAND
-121.35,38.61,25,4916,2,NA,2140,1136,2.5511,134100,Fresno,INLAND
-121.36,38.61,37,2191,3,NA,951,362,3.8882,159500,Sacramento,INLAND
-121.36,38.62,34,2447,3,NA,1077,456,3.058,133000,Oakland,INLAND
-121.36,38.63,30,2619,5,NA,940,359,4.7283,164500,Long Beach,INLAND
-121.37,38.64,36,322,4,NA,133,59,4.6111,139300,Fresno,INLAND
-121.38,38.64,19,4563,4,NA,2256,926,2.1472,143400,San Francisco,INLAND
-121.37,38.63,32,3658,2,NA,1452,715,2.6623,120700,Bakersfield,INLAND
-121.37,38.63,37,494,3,NA,253,99,4.8194,141100,Los Angeles,INLAND
-121.37,38.63,30,5996,2,NA,2532,1049,4.6127,151800,Santa Ana,INLAND
-121.37,38.62,27,1743,3,NA,697,368,1.6678,166100,San Francisco,INLAND
-121.38,38.62,34,2352,2,NA,1127,592,2.2,116500,San Diego,INLAND
-121.38,38.62,41,774,4,NA,356,150,3.5625,115300,San Francisco,INLAND
-121.37,38.62,43,1077,4,NA,447,182,3.0139,115600,Santa Ana,INLAND
-121.37,38.61,42,945,5,NA,460,193,3.7569,127100,San Francisco,INLAND
-121.37,38.61,39,823,2,NA,329,144,3.0833,114100,San Diego,INLAND
-121.38,38.61,27,2375,3,NA,863,452,3.0086,126900,Fresno,INLAND
-121.39,38.63,30,2930,3,NA,1661,668,2.7813,118900,Long Beach,INLAND
-121.39,38.63,34,1226,5,NA,359,167,3.8068,150400,Fresno,INLAND
-121.39,38.61,35,2024,5,NA,786,364,2.4632,156900,San Francisco,INLAND
-121.39,38.62,27,5693,5,NA,2334,1387,2.2844,170500,Long Beach,INLAND
-121.39,38.62,45,2696,2,NA,1059,582,1.8176,160900,Fresno,INLAND
-121.4,38.63,30,3626,5,NA,1577,806,2.517,130400,Long Beach,INLAND
-121.4,38.63,31,1540,5,NA,1079,444,1.8571,98700,San Diego,INLAND
-121.4,38.62,28,3671,5,NA,1733,820,2.2292,113200,San Jose,INLAND
-121.4,38.61,33,3512,3,NA,1515,782,1.9908,118800,Oakland,INLAND
-121.41,38.62,21,3260,3,NA,1735,736,2.5162,97500,Oakland,INLAND
-121.42,38.62,33,3171,2,NA,1591,695,2.0786,88600,San Jose,INLAND
-121.42,38.61,34,1126,2,NA,589,243,2.1776,84400,San Jose,INLAND
-121.43,38.61,40,1134,2,NA,675,249,1.3696,65200,Santa Ana,INLAND
-121.42,38.62,41,1087,3,NA,462,219,2.0224,64900,Los Angeles,INLAND
-121.42,38.63,42,1385,3,NA,740,274,2.6055,78000,Long Beach,INLAND
-121.43,38.63,43,1009,5,NA,604,218,1.6641,67000,Sacramento,INLAND
-121.42,38.63,42,2217,3,NA,1203,507,1.9412,73100,San Diego,INLAND
-121.43,38.62,36,1765,3,NA,1008,382,2.0639,73000,San Jose,INLAND
-121.44,38.61,41,1404,2,NA,765,330,1.8792,63300,San Jose,INLAND
-121.41,38.64,41,1578,3,NA,897,333,2.3214,66800,Sacramento,INLAND
-121.41,38.64,38,1384,5,NA,682,280,1.9167,64400,San Diego,INLAND
-121.42,38.64,42,1720,5,NA,1069,362,1.8611,60500,Sacramento,INLAND
-121.42,38.64,44,1728,2,NA,1042,349,1.6033,58500,San Diego,INLAND
-121.42,38.65,21,2274,5,NA,1157,445,2.098,49800,Oakland,INLAND
-121.43,38.65,18,909,3,NA,661,176,3.1696,77400,Bakersfield,INLAND
-121.43,38.64,34,2010,2,NA,1501,422,2.0417,65900,San Jose,INLAND
-121.44,38.64,18,1756,2,NA,837,320,1.125,70500,San Jose,INLAND
-121.44,38.64,25,1678,4,NA,971,307,1.0398,62100,Santa Ana,INLAND
-121.44,38.65,28,1219,2,NA,559,212,3.8295,122200,San Jose,INLAND
-121.44,38.63,38,1673,4,NA,1116,382,1.3302,62200,Bakersfield,INLAND
-121.44,38.63,33,1077,2,NA,753,236,1.3462,55900,San Jose,INLAND
-121.44,38.63,38,1402,2,NA,970,382,1.6343,71000,San Diego,INLAND
-121.44,38.62,37,1607,4,NA,972,354,1.9107,64700,Oakland,INLAND
-121.44,38.62,37,3009,3,NA,1513,588,1.4387,61000,San Francisco,INLAND
-121.45,38.65,5,2680,3,NA,1885,498,2.6369,110000,Fresno,INLAND
-121.46,38.65,8,3746,2,NA,2161,744,3.2039,103400,Long Beach,INLAND
-121.46,38.65,14,3167,5,NA,1787,533,3.8125,92600,Long Beach,INLAND
-121.45,38.64,23,1481,5,NA,1079,315,1.867,60600,San Francisco,INLAND
-121.46,38.64,20,1517,2,NA,1287,328,1.6607,67000,Bakersfield,INLAND
-121.46,38.63,26,3185,3,NA,2444,626,1.56,67600,Sacramento,INLAND
-121.45,38.63,28,1246,4,NA,884,258,1.4397,51700,Los Angeles,INLAND
-121.45,38.62,37,1534,2,NA,1147,322,2.5643,59800,San Francisco,INLAND
-121.45,38.62,38,2419,2,NA,1696,503,1.4861,63100,Santa Ana,INLAND
-121.45,38.61,32,2436,2,NA,1509,618,1.0424,81400,San Jose,INLAND
-121.46,38.61,43,705,3,NA,464,159,2.4205,60900,Los Angeles,INLAND
-121.46,38.62,35,3326,3,NA,2511,649,1.9871,60900,San Diego,INLAND
-121.44,38.61,33,1591,5,NA,1000,418,1.0467,70100,Los Angeles,INLAND
-121.45,38.6,44,2324,3,NA,823,375,4.6625,158900,Santa Ana,INLAND
-121.45,38.61,46,1758,4,NA,1094,484,1.0685,70000,Sacramento,INLAND
-121.46,38.61,43,1111,2,NA,613,290,1.2917,66300,Santa Ana,INLAND
-121.46,38.6,29,1978,3,NA,823,490,1.9688,135600,San Jose,INLAND
-121.45,38.61,34,438,3,NA,263,100,0.9379,67500,Bakersfield,INLAND
-121.47,38.63,29,2197,2,NA,1374,483,2.1889,69300,Oakland,INLAND
-121.47,38.61,31,1072,2,NA,781,281,1.6563,65800,Bakersfield,INLAND
-121.47,38.61,35,1372,2,NA,850,328,1.6331,67500,Bakersfield,INLAND
-121.52,38.65,17,1269,5,NA,494,231,3.9615,331300,Sacramento,INLAND
-121.53,38.61,5,8149,5,NA,2933,1616,3.6788,178800,Los Angeles,INLAND
-121.49,38.63,6,12197,5,NA,5634,2329,3.7449,129300,Santa Ana,INLAND
-121.5,38.62,8,16679,4,NA,7919,3329,3.7188,134500,Santa Ana,INLAND
-121.5,38.61,5,1395,4,NA,638,322,2.6745,225000,San Diego,INLAND
-121.5,38.63,6,693,2,NA,276,151,3.1944,117000,Fresno,INLAND
-121.49,38.62,8,15309,5,NA,7463,2885,3.9143,129700,Fresno,INLAND
-121.49,38.61,6,4391,2,NA,1982,914,3.4291,105300,San Jose,INLAND
-121.48,38.62,23,7709,4,NA,4147,1262,3.8272,96600,Long Beach,INLAND
-121.48,38.61,18,1511,2,NA,1062,304,2.3438,89400,Bakersfield,INLAND
-121.51,38.69,28,800,4,NA,450,158,2.1029,108600,San Francisco,INLAND
-121.59,38.69,32,541,4,NA,229,98,8.0379,383300,San Diego,INLAND
-121.42,38.72,10,3054,4,NA,1932,510,3.0903,91900,San Diego,INLAND
-121.44,38.73,25,1287,2,NA,727,236,4.7396,135500,San Jose,INLAND
-121.47,38.72,26,1708,2,NA,911,290,4.0227,99800,Sacramento,INLAND
-121.44,38.71,25,2336,5,NA,1172,408,3.5129,101200,Los Angeles,INLAND
-121.42,38.7,10,2562,4,NA,1478,433,4.0625,96200,Los Angeles,INLAND
-121.45,38.7,24,2159,5,NA,1141,355,3.9853,90400,San Jose,INLAND
-121.46,38.7,32,965,4,NA,568,188,3.8611,93900,Bakersfield,INLAND
-121.43,38.69,28,927,3,NA,542,148,2.5,96200,Fresno,INLAND
-121.44,38.68,19,2476,2,NA,1355,463,2.0625,94400,Oakland,INLAND
-121.42,38.68,32,2118,2,NA,1019,338,3.725,112200,Santa Ana,INLAND
-121.41,38.69,28,1601,4,NA,848,305,3.6429,105200,Bakersfield,INLAND
-121.44,38.69,24,3124,4,NA,1512,555,3.1942,94900,San Diego,INLAND
-121.45,38.69,32,2962,2,NA,1542,521,2.2243,89200,Long Beach,INLAND
-121.46,38.68,35,1299,3,NA,705,245,2.8333,103000,Sacramento,INLAND
-121.47,38.68,19,946,2,NA,474,173,5.0155,97300,San Francisco,INLAND
-121.46,38.69,11,3335,5,NA,1963,622,3.3125,96800,Los Angeles,INLAND
-121.47,38.7,31,1007,4,NA,563,185,3.625,91300,Los Angeles,INLAND
-121.43,38.66,35,1814,4,NA,1076,372,2.7179,81100,San Diego,INLAND
-121.46,38.66,3,3438,5,NA,1602,554,3.9914,120500,Bakersfield,INLAND
-121.4,38.66,50,880,4,NA,1148,148,2.5062,112500,Los Angeles,INLAND
-121.37,38.69,29,2103,5,NA,1124,387,3.0833,87000,San Francisco,INLAND
-121.37,38.68,34,1086,5,NA,663,190,3.3074,84200,Santa Ana,INLAND
